0,2,0,0,0,2,0,1
2,1,0,2,0,1,2,0
0,0,1,2,2,1,0,1
0,2,0,1,0,0,2,0
1,2,2,0,0,1,2,2
0,1,0,2,0,0,1,0
2,0,1,2,2,0,0,2
1,1,0,1,0,0,1,1
1,1,1,1,3,0,0,0
1,2,1,3,1,0,1,0
1,1,1,3,1,0,0,0
1,3,3,2,1,1,1,3
3,2,2,2,1,3,3,0
1,1,1,2,3,0,0,0
1,2,1,2,3,0,1,0
1,1,1,3,0,0,0,0
0,1,4,1,1,1,0,0
1,4,4,4,4,4,1,0
1,4,4,1,4,4,4,1
4,4,4,4,4,1,4,4
1,4,1,4,4,4,4,4
0,1,4,4,1,4,4,1
0,0,1,4,4,4,1,0
0,0,0,1,1,1,0,0
0,0,0,0,0,5,0,1
1,0,5,0,1,0,5,0
0,1,0,5,0,1,0,1
5,0,5,0,1,5,0,5
0,5,0,0,0,0,5,0
1,0,1,0,5,1,0,5
0,5,0,5,0,0,5,0
1,0,1,0,5,1,0,1
0,0,0,2,0,0,0,0
0,6,0,6,2,0,0,0
0,0,0,6,2,0,0,0
2,7,7,7,6,2,2,0
0,2,2,6,7,7,7,2
0,0,0,2,6,0,0,0
0,0,0,2,6,0,6,0
0,0,0,0,2,0,0,0
0,0,0,3,0,0,0,0
0,0,2,7,7,2,0,0
0,2,2,3,7,7,2,0
3,3,3,3,7,7,3,2
3,7,3,7,3,7,3,2
0,5,2,5,2,5,2,0
0,0,2,2,2,2,0,0
0,0,0,0,0,0,0,0
0,0,0,7,7,7,0,0
0,0,7,5,5,0,7,0
0,7,5,5,5,5,0,7
7,5,5,5,5,5,5,7
7,5,5,5,5,5,5,7
7,0,5,5,5,5,7,0
0,7,0,5,5,7,0,0
0,0,7,7,7,0,0,0
4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,6
4,6,4,4,4,4,6,4
4,4,6,4,4,4,4,4
4,4,4,4,4,4,4,4
4,4,4,4,4,4,6,4
4,4,4,4,6,6,4,4
4,4,4,4,4,4,4,4
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
SpriteSpeccyBlock,0,16,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,0
7,0,0
7,0,0
7,0,0
7,0,0
7,0,0
7,0,1
7,0,1
SpriteAttribs,0,0,1,0
spritebank,2
SpriteStart
SpriteBitmapBlock,0,128,8
0,0,0,9,9,0,9,9
9,0,9,0,0,9,9,0
0,9,0,13,13,0,0,13
9,0,13,0,0,0,0,13
9,0,13,0,13,13,0,13
9,0,13,0,0,13,0,13
0,9,0,13,13,0,0,13
9,0,9,0,0,0,9,0
0,9,9,0,13,13,0,0
0,9,0,13,0,0,0,13
0,9,0,13,13,0,9,0
9,9,0,13,0,13,0,13
0,9,9,0,13,0,9,0
0,0,9,9,0,9,9,9
0,0,0,9,9,9,0,9
0,0,9,0,9,0,0,9
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
SpriteSpeccyBlock,0,16,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
7,0,1
SpriteAttribs,0,0,1,0
SpriteDataOffSet,&180
SpriteNotes,Start
This is a free text box for your notes... it's saved with the sprites





SpriteNotes,End
eof
